CaseOrder,Interaction,UID,Population,Area,Children,Age,Income,Churn,Outage_sec_perweek,Email,Contacts,Yearly_equip_failure,Techie,Contract,Port_modem,Tablet,InternetService,Phone,Multiple,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,PaymentMethod,Tenure,MonthlyCharge,Bandwidth_GB_Year,Item1,Item2,Item3,Item4,Item5,Item6,Item7,Item8
3677,8e4d403f-64ea-4a34-9a04-a41b22864554,be0e83f78cd6b0896874b6424887d4e0,3498,Suburban,1,80,-0.6406487046292779,No,10.03618,12,0,0,No,Two Year,Yes,No,DSL,Yes,No,Yes,Yes,No,No,No,No,Yes,Credit Card (automatic),-0.6754516831986466,117.4686,-0.6937919406802197,2,1,1,4,5,2,3,4
3678,304e439a-ba47-4975-86f2-ca0d9deaa872,b5f171a12b5c9c30b8664538ddbe0031,2050,Urban,3,44,-0.1596097560617461,No,7.902938,11,3,0,Yes,Two Year,No,Yes,Fiber Optic,Yes,No,No,Yes,No,No,No,Yes,Yes,Credit Card (automatic),-0.6946992815590943,169.9378,-0.7435967173312754,3,2,3,4,3,5,5,4
3679,7f1c3602-e9a8-40ae-9492-4e6a912ad553,4194be69e586712a2187585f1367b419,597,Suburban,5,45,-0.31468144305143664,No,5.692916,8,1,0,No,Month-to-month,No,No,Fiber Optic,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,Bank Transfer(automatic),-1.1931809540633485,204.9634,-1.1388544546809034,4,4,3,4,3,4,4,4
3680,cd5b563a-3769-48cd-9a1c-b4b08d4b2eb0,d71d285e7c5678526f1f8c56a2456008,10509,Rural,1,23,-0.8826643574338726,Yes,12.14053,11,2,0,No,Month-to-month,No,No,DSL,Yes,Yes,Yes,No,No,No,No,No,Yes,Electronic Check,-1.1833844733605212,127.4783,-1.084306841965334,3,4,3,5,4,4,5,3
3681,ad97fea1-7d5a-4dcd-806c-5bf4ff1579ab,442f4b27b5a77b04a9f8fead9dbd7c51,5438,Rural,3,75,-0.5973127218315054,No,11.96522,5,1,0,No,One year,Yes,Yes,,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Mailed Check,-0.7916868458050472,210.1518,-0.7272404699507276,4,3,1,4,3,2,1,3
3682,ed457858-36a0-4800-877a-a8df2bde249f,bec66de60e520df8395218786ae291dc,4363,Rural,3,71,-0.2280165700300601,Yes,6.789145,9,1,0,No,Month-to-month,No,No,Fiber Optic,Yes,No,No,Yes,No,Yes,Yes,No,Yes,Credit Card (automatic),-0.9726018657635109,172.4441,-1.078786007449933,3,3,5,4,4,2,3,5
3683,637849b3-dda9-4654-9095-2d696af0b0dd,d8e3e076bebdb7a27acf7144c7d19ccd,32901,Urban,1,57,0.23165032479576314,No,5.257295,13,0,1,No,One year,Yes,No,DSL,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Bank Transfer(automatic),-1.1332792995785241,162.4653,-1.0502240164549368,2,3,3,2,3,3,3,3
3684,717a1c7c-90d0-4177-99d6-4f73ca5e6ff1,bc0a172584d1b43f6f65f190cfe0b6a6,1273,Suburban,0,78,-0.63437709592085,No,8.818958,7,1,0,Yes,Two Year,No,No,,Yes,No,Yes,No,Yes,No,Yes,No,Yes,Bank Transfer(automatic),-0.5363647721870962,120.0035,-0.649107260956862,4,3,5,5,3,5,4,4
3685,50305bdf-a81c-40d8-8454-8c5fe3cdb7ff,7c6f54af2370de799855ac1cb1c145fe,1264,Urban,0,63,-0.7242247616003065,No,11.31459,11,1,0,Yes,Two Year,Yes,No,Fiber Optic,Yes,No,No,No,Yes,No,Yes,No,No,Bank Transfer(automatic),-0.5167688608999779,149.9621,-0.6631207100711035,3,3,3,2,6,2,2,3
3686,c3ba073d-aa31-4245-8d3f-f894837af4a8,d7034d43ca07677b1c47a525d02c400e,276,Urban,4,71,0.6000925306673303,No,10.36633,15,1,1,No,One year,No,Yes,Fiber Optic,Yes,No,No,Yes,Yes,No,No,Yes,No,Credit Card (automatic),-0.5303352901133622,182.4608,-0.6057460317540944,4,3,5,5,2,5,4,6
3687,2b08cefb-8520-4792-bf99-6580f928b39e,95aa51c385e6b70f8552b1e97b6080ca,969,Suburban,5,30,-0.34377234526064016,No,10.23011,10,0,0,No,Two Year,Yes,No,Fiber Optic,Yes,Yes,Yes,Yes,No,No,No,No,No,Electronic Check,-0.8546698405736297,169.9741,-0.8964125281706251,2,4,4,4,4,2,2,3
3688,125c2640-59bd-4ebf-9154-35ea1a0d2661,37921e11d9c5212b2ef4a0b8f469f4b8,24296,Rural,1,39,-0.5373613201580768,No,17.99204,14,2,1,No,Month-to-month,No,No,Fiber Optic,Yes,No,No,No,Yes,Yes,No,No,Yes,Mailed Check,-0.9474432344157931,137.4872,-1.090005299380443,2,4,3,4,4,3,4,3
3689,77b04329-0de7-49e9-a25c-bb1b68160364,72eb2b69888837339c457e804d31c33d,3378,Suburban,2,72,-0.18392629196947555,Yes,7.164228,13,1,1,No,Month-to-month,Yes,No,Fiber Optic,Yes,Yes,Yes,No,No,No,Yes,No,No,Mailed Check,-0.9988040365884949,172.4624,-1.0980025015038162,3,3,4,2,5,3,3,3
3690,79344bf8-f513-4ad6-bf11-ef67e8a0c128,938be40b4f9b25c9991304f85b7c0647,22385,Rural,3,77,-0.8025374192809482,Yes,8.619073,8,2,0,No,Month-to-month,No,No,Fiber Optic,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Electronic Check,-1.0224486223654927,182.497,-1.1224917466591646,3,3,3,4,4,3,4,4
3691,9b73f680-7cae-4001-969b-a226df2be59c,9b81b4ef1dce228163b5ece8c7f61451,593,Urban,2,59,-0.9684430133129049,No,9.032718,15,0,0,No,Two Year,No,No,,No,Yes,Yes,No,No,Yes,Yes,No,No,Credit Card (automatic),-0.9484657465328825,152.4952,-1.0266093114362034,4,3,6,4,3,3,4,4
3692,42f534b5-3682-4d10-8a1f-4aa1e6759358,5211fd566ace7136654e522eb11479c1,1267,Suburban,0,48,0.05118154822378352,No,10.2122,9,1,0,No,Month-to-month,No,No,Fiber Optic,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Bank Transfer(automatic),-1.0845498294904,182.447,-1.1764145594907347,4,5,5,3,4,4,3,3
3693,70c2dada-38bd-4ecb-96d7-3cc6e055aa0d,e2ff1d56d99d5bdb327ade2064a93e34,3558,Suburban,2,89,-0.48339250479571305,Yes,13.23246,12,1,0,No,Month-to-month,Yes,No,DSL,Yes,No,No,No,No,Yes,No,Yes,No,Credit Card (automatic),-1.030296101257683,139.9512,-1.0097493526054355,3,2,4,5,2,5,6,3
3694,0787fce0-7ccc-423f-b410-54640b42eacd,08acca6aeceaf118f2c861e720b78af1,2435,Suburban,1,78,0.9378660912059286,Yes,7.499925,9,0,0,Yes,Month-to-month,Yes,Yes,,Yes,No,No,Yes,No,Yes,No,Yes,No,Bank Transfer(automatic),-1.2351439633587344,149.9707,-1.3566502932018154,3,3,2,3,4,2,2,6
3695,d7ad8727-9f44-4d95-969f-ec18290ebc6a,cca06a0cb0fdb23dc7d09895fe16b11c,40604,Suburban,1,59,-0.779179444772081,Yes,10.52728,10,2,0,Yes,Month-to-month,No,No,,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Electronic Check,-1.2210256037597007,187.656,-1.2216383814764744,2,2,3,3,4,3,3,3
3696,17b7572d-abd8-4243-b373-1395c469c3d2,c2fc8c4fa37425dddbf47aeb16402af4,34918,Suburban,6,21,0.3000727424272475,Yes,9.994249,10,1,0,Yes,Month-to-month,No,No,DSL,No,No,No,No,Yes,Yes,No,Yes,Yes,Credit Card (automatic),-1.1547484612330525,152.4742,-0.9752068947384487,4,3,4,3,4,3,3,4
3697,edab9229-4d27-40f0-9fe0-0568f2b8c444,6c222dbb1a229990b7a8917ec2bb280c,16578,Rural,2,61,1.3809888475264882,No,7.292793,15,1,0,No,One year,No,No,,No,No,Yes,No,Yes,No,Yes,No,No,Electronic Check,-1.2425196124927116,120.0035,-1.3171001231408073,4,4,3,5,2,5,4,5
3698,05b93a1c-cd88-4f8c-b295-42ef15156448,3f4be421e9c82363bac1997afca14b4e,2616,Rural,1,25,-1.0526066900537874,Yes,5.058771,12,0,2,Yes,Month-to-month,Yes,No,DSL,Yes,No,No,No,No,No,No,Yes,Yes,Credit Card (automatic),-0.9140244811419108,127.4421,-0.8145087355445443,5,4,4,3,3,3,3,5
3699,212d3b37-5a82-4676-a14c-cdc971b12997,479316891602c93a53c49c1c2f602e13,1851,Suburban,0,53,-1.1258953228222266,No,13.70368,12,3,0,No,Month-to-month,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,No,Yes,No,Mailed Check,-0.4539348729643033,174.9699,-0.368136143800485,1,2,2,3,3,2,1,2
3700,11b5f603-6285-439a-a050-4ef6347ab8c6,9ccad892c1db21f84f02af10c8664530,38,Rural,3,30,-0.10820419700385019,No,11.41099,10,1,0,No,One year,No,Yes,,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Mailed Check,-0.7065744453999803,172.4871,-0.6620611547564719,4,3,4,3,4,4,3,4
3701,5f15427a-11da-48dd-8703-0c1222d8f3ce,55a5cc770521905af2bb63145e2d493a,19843,Urban,4,69,-0.2877406547013906,Yes,12.21299,13,0,0,No,Month-to-month,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,No,Yes,No,Bank Transfer(automatic),-0.6764319515004166,182.4433,-0.5644101659943511,4,4,2,3,3,3,5,5
3702,555a891e-db23-489c-97c3-f7d89e4cd16d,34b7a25c3191dfe2c533ff9be54ca4ee,680,Urban,4,22,1.051408274038544,No,10.38882,14,1,2,No,Two Year,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Yes,No,No,Credit Card (automatic),-1.1380548929352372,162.4676,-0.956971137888193,3,4,3,4,3,5,4,3
3703,4100887b-b960-41d5-8611-84b0fba3fea7,8865c27f70ac25fb6497758f6ef00727,7169,Suburban,1,40,0.09792125736498243,Yes,13.74841,11,1,1,No,Month-to-month,Yes,No,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Credit Card (automatic),-1.0667757347400433,195.0062,-1.1371242755940456,3,1,4,2,3,4,3,3
3704,e6ee1f60-b38c-4be6-b179-1545bbcf52f7,86de44952891ffc7afa7eb8a072bef80,46276,Urban,4,51,1.615193803028107,Yes,11.02262,15,1,0,No,One year,No,No,DSL,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Electronic Check,-0.6557071432685516,255.1336,-0.3201683781692849,3,4,3,3,3,3,5,5
3705,ad3776fe-79d3-4ccb-b230-e34b37a938b7,1ba71fd26c80e000fc156362b6cc2f83,36265,Urban,7,30,-1.0296178840303865,Yes,7.381825,15,1,0,No,Two Year,Yes,No,DSL,Yes,No,No,No,Yes,No,No,No,Yes,Credit Card (automatic),-1.2246318716680178,104.9781,-1.1172113252252043,3,3,3,3,4,3,3,3
3706,156cef2f-5d75-4566-9175-f435009a95d8,57ddb49bbe476b60a6e966df694d1e31,939,Rural,8,41,0.7456931487412174,Yes,8.31138,8,0,0,No,Month-to-month,No,No,DSL,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Mailed Check,-0.9578967823051541,142.5007,-0.7757579751593202,5,4,2,4,4,4,5,5
3707,cc0a8e7f-a3ec-464b-a6b7-641816e7035e,54d1faebe6e8216e566961baee69dbf1,2275,Rural,1,37,-0.5247510779153293,Yes,12.10369,13,1,0,No,Month-to-month,Yes,No,Fiber Optic,Yes,No,Yes,No,Yes,No,No,Yes,Yes,Mailed Check,-1.0830719766960994,162.4827,-1.1536240714686705,5,3,4,5,3,6,4,4
3708,ccb08bed-c311-4e96-95b0-3a25e2c560dd,fff94054f598dc138667d61587a03e8e,884,Suburban,4,42,0.07181100945005851,Yes,13.45145,12,2,1,No,Month-to-month,No,No,,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Mailed Check,-0.8816555831171465,242.6573,-0.7199154879857295,4,3,3,3,3,4,3,4
3709,e610a9b1-bd24-4f65-adcd-af7942f9e0e7,3a64ba4a95c48d128d22c02cd1a519fe,2455,Rural,3,64,0.7523619416030771,No,10.38191,13,1,0,No,Month-to-month,No,Yes,Fiber Optic,Yes,No,No,Yes,No,Yes,No,No,Yes,Mailed Check,-1.1085668188926883,147.4601,-1.2926999189352706,3,4,3,5,3,3,4,2
3710,0f9f4a33-24bf-4148-ac1d-3e2abf52ab94,5db4da27d932c4183e3294feafbf274a,26044,Rural,0,58,-0.8046676739324341,No,15.09047,14,0,0,Yes,Two Year,No,No,DSL,Yes,No,No,Yes,No,Yes,Yes,No,No,Credit Card (automatic),-1.259772372422856,152.4441,-1.1970437197370216,4,4,4,5,3,4,4,4
3711,b005db47-7a1c-4f7a-9f2c-29fa2eb677ff,7cc655e036cdbca49317e14ed7aa6ff5,480,Rural,0,75,-1.1221220733646255,No,9.300768,11,1,1,No,Month-to-month,Yes,No,,Yes,No,No,Yes,Yes,No,No,No,No,Bank Transfer(automatic),-1.1459088766942447,114.9976,-1.3515053841939106,3,4,3,5,3,4,4,3
3712,7b5c9844-7888-4181-92b7-3c94e0f56c96,ea98a7406ff8e33d556d0b3a71c8cff0,3758,Urban,0,38,0.1895030574286181,No,14.61731,9,0,0,No,Month-to-month,No,No,DSL,Yes,No,Yes,No,No,No,Yes,No,Yes,Electronic Check,-0.8631420514132326,119.9568,-0.7628254420168193,2,3,3,3,3,3,4,3
3713,3ce95659-0a85-45b8-bbfd-bb9ee59d8fd9,990cd50eed173585d6696f4388a27d85,3892,Urban,0,30,-1.1584257688744068,Yes,15.96237,15,0,0,No,Month-to-month,Yes,No,Fiber Optic,Yes,No,Yes,No,Yes,Yes,Yes,No,No,Bank Transfer(automatic),-1.0325147903082863,164.9889,-1.0670355263115177,4,3,2,2,2,4,4,4
3714,3789a6ae-1b1a-45ae-b1ad-792785ee719c,8c64d34e09d7c567c63f6e272d625eed,463,Urban,4,52,-0.1001441957188544,Yes,7.872305,16,1,0,No,Month-to-month,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Electronic Check,-1.1337336947809071,162.4833,-1.0289919992206358,5,5,3,6,2,5,3,4
3715,749b014f-298b-404d-91b9-0503f401c334,344c09560aebd959585c4351f12b8264,1063,Suburban,1,47,1.5696229501098644,Yes,7.742301,8,0,0,No,Month-to-month,No,No,Fiber Optic,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Electronic Check,-0.5792919767121745,192.4567,-0.6699564557866231,3,4,2,3,4,1,3,2
3716,5e99b1f7-8dcd-47c4-8a19-4c72e63f55cf,001018048e604dbed0e638f213d8ea51,331,Suburban,0,33,-0.5130898220963167,No,11.62413,15,1,2,No,One year,Yes,No,DSL,Yes,Yes,No,No,No,No,Yes,No,No,Electronic Check,-1.1511479796306834,149.9447,-1.042365467909587,5,5,4,5,2,4,4,3
3717,1ece54f6-a9c6-4593-bdd9-d99c845d4ec0,edb55f85713bce9cef20c9320f15ddb9,1326,Urban,2,47,0.10787781298261435,No,10.08263,13,1,0,No,Month-to-month,No,Yes,,Yes,No,Yes,No,No,No,No,No,Yes,Electronic Check,-1.2612033674846759,82.49655,-1.4055374893902315,4,5,4,4,4,4,4,4
3718,65e67d0f-33f8-43e4-870b-630e1d338a06,1bb1dd5d8fd76930ab4c2358eb44dd19,432,Suburban,4,74,-1.3411755172989512,No,4.234589,9,1,0,Yes,Two Year,No,No,DSL,Yes,No,No,No,Yes,No,No,Yes,Yes,Credit Card (automatic),-0.8232377190085429,139.965,-0.7167857423718677,2,2,4,5,3,2,3,3
3719,e30ae015-98ff-4aa9-93e0-7feef3995d81,0018bf09011b45b87503d9688a562d6d,351,Urban,0,62,-0.9843321525937144,No,9.250838,8,2,0,Yes,Two Year,Yes,No,DSL,Yes,No,No,No,Yes,No,No,No,No,Electronic Check,-1.1892900982317747,104.9781,-1.2287983364513249,4,3,4,4,4,3,3,4
3720,43b41f4d-e18a-4a09-8237-662f034f1acd,5b7e5d8adc654d577ddb7e0b3f67d330,203,Rural,1,35,-0.6911237179562766,No,4.533903,10,1,1,No,Month-to-month,Yes,Yes,Fiber Optic,Yes,No,No,No,No,No,No,No,Yes,Credit Card (automatic),-1.0366175459583329,112.4551,-1.251018497674339,3,3,2,2,5,3,4,3
3721,2634f4c3-c515-48c7-b9f4-e5d2dac229e4,47b6874cbe2be425480e7e5e990f812e,549,Suburban,1,49,2.10343135974788,Yes,9.959672,13,1,0,No,Month-to-month,Yes,No,,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Bank Transfer(automatic),-1.1047016421574456,232.652,-1.0199119063733408,4,4,5,4,3,4,3,4
3722,dc581562-a6bf-41aa-9bdf-6f070277564e,2a12d43423b407820443da2137bce58b,37639,Urban,4,78,-0.144271709793823,No,7.875203,15,1,0,No,Month-to-month,No,No,Fiber Optic,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Credit Card (automatic),-1.0131847087238355,194.9699,-1.0930085211869434,5,4,5,4,4,3,4,4
3723,f177d5a2-f2b7-4cff-ab33-02f63e98fe5d,97b345dfa039356d108fb7f284ec2af0,2848,Urban,0,19,0.8074290420754212,Yes,4.259613,11,3,0,Yes,Month-to-month,Yes,No,DSL,Yes,No,Yes,No,No,Yes,No,Yes,No,Bank Transfer(automatic),-1.1365593030331618,142.4689,-1.041497276661641,4,5,5,2,2,5,2,4
3724,a25724be-4b06-439c-88b7-e3cd120d9095,74b478e08e036934cb836253c37944f8,20300,Suburban,0,37,-0.7319046009098747,Yes,9.946962,11,1,0,No,Month-to-month,Yes,No,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Credit Card (automatic),-1.1194451118938231,227.4754,-1.1602729483878689,3,3,3,5,2,4,4,2
3725,4305d399-5a47-4ff4-99a5-d9a7630b1e6d,07dde72920abbd3662e72793f562455c,23117,Suburban,2,27,-0.8074298769423264,Yes,12.52276,14,0,0,No,One year,Yes,No,,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Bank Transfer(automatic),-0.6921725946284905,197.6288,-0.6096074099629194,2,1,2,4,3,2,2,2
3726,537eca90-aa44-4d6c-8b16-a45fe9800b83,1cc82e1740145af4f129e48eb9da6207,1307,Suburban,1,57,0.5430746176699615,No,13.50565,14,1,1,Yes,Two Year,No,No,DSL,No,Yes,No,No,Yes,No,No,Yes,Yes,Credit Card (automatic),-0.8118432345702608,172.4705,-0.7269748110501766,3,3,2,4,4,3,4,4
3727,7526dc96-a602-4820-ad1c-78e8cba5581e,937edd72aeba800d0f4a2de5a352a76f,52,Suburban,4,71,1.9441707984543186,No,10.30866,14,1,0,No,Month-to-month,Yes,No,DSL,Yes,No,No,Yes,Yes,No,No,No,No,Electronic Check,-0.5161145923189354,127.4738,-0.43783811055716354,3,3,4,5,2,4,4,3
3728,06855b6f-f819-4ceb-8547-d2f8dd9f232e,52ba5d94aa5126782aad39e9597a9a97,16427,Rural,0,87,0.0377177146798664,No,11.86638,13,0,0,No,Two Year,No,No,DSL,Yes,No,No,Yes,No,No,No,Yes,No,Bank Transfer(automatic),-0.8112922118404464,149.9378,-0.8144075125630628,4,5,5,3,4,5,4,6
3729,8f622d7f-2cda-4bb9-96c3-cc562d0b6aa4,7ed3df0eda8aae0c8ed0c973e1e190c3,0,Urban,1,55,-0.6474628952615903,No,13.51296,11,2,0,No,Two Year,Yes,No,Fiber Optic,Yes,No,No,No,No,No,No,No,Yes,Credit Card (automatic),-1.1515091131960231,112.4551,-1.357283335680917,4,3,5,2,5,3,3,3
3730,2be1e7f9-7ec1-48ef-93fd-6661df258992,793a339dcfe2f85c9313bf12e488428a,17094,Suburban,3,50,-0.2213534512275352,Yes,12.43999,16,2,0,No,Month-to-month,No,Yes,Fiber Optic,Yes,No,No,Yes,Yes,No,No,Yes,No,Credit Card (automatic),-1.1815118659159942,182.4608,-1.196301393679608,3,4,4,3,3,4,5,3
3731,3bef9c27-8163-49e9-a68c-3203a302f528,d0a1254cbe4b0dfb76ce692c9bdd9a0b,339,Suburban,0,24,-0.9218065011258567,Yes,11.5956,14,1,0,No,Month-to-month,No,No,DSL,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Mailed Check,-1.092246183686067,174.9744,-0.9721367907407945,2,2,2,3,4,2,3,3
3732,e2c39250-c984-46b9-8a92-53d30c0bce18,e8b3782a58a020e6b044bdb0d17fa36e,36681,Urban,4,60,-0.38697959783725583,No,5.672909,4,3,0,No,Two Year,No,No,Fiber Optic,Yes,No,No,No,Yes,Yes,Yes,No,No,Mailed Check,-0.552701820836733,162.4713,-0.6143833159874846,2,3,2,3,3,3,4,3
3733,ac1be261-74c0-4101-a894-c045ffe2bd74,4eb15be22250a601ba2ff7efa4cce9ee,4825,Suburban,5,84,0.7132389478613477,No,2.30196,9,1,0,No,Two Year,No,Yes,Fiber Optic,Yes,No,No,Yes,Yes,Yes,No,No,Yes,Bank Transfer(automatic),-0.36226087725225004,159.983,-0.5156154870737547,4,4,4,4,2,3,4,3
3734,2cdb9bd3-a37d-4d8b-8409-c287d1a7ee0e,ef2662c2f65d970d6f5e5f103bf55bad,845,Rural,5,65,0.5641349527769682,No,14.17798,9,2,0,No,One year,Yes,No,Fiber Optic,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Electronic Check,-1.0225419974595156,207.4811,-0.9867943709575329,2,3,2,5,3,5,4,4
3735,b9da9d9f-444d-4fb1-9a6e-0b42dee3377e,e059ba80aa80b5416b4a90c0f10225cf,1484,Urban,1,33,0.692916949725274,No,8.316636,13,0,1,No,Two Year,Yes,No,Fiber Optic,No,Yes,No,Yes,Yes,No,Yes,No,Yes,Mailed Check,-0.924849411543748,204.9634,-0.9111546183719026,4,2,3,4,5,2,3,2
3736,9f5946e5-4590-4c97-b032-d65cf29184b3,da73406f324df0033ccdcc8761443dbe,23438,Rural,3,72,-0.6037921429630682,No,8.278435,15,0,1,No,Two Year,No,Yes,,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Credit Card (automatic),-0.44681204379935907,182.4762,-0.5049262059615348,4,5,3,4,4,3,3,3
3737,5af50cca-e33e-4844-b888-5cf58f3ab73f,74617c3e591c455c2de0aa8a06f76c99,233,Suburban,4,18,-0.6813838404794899,Yes,9.591346,10,1,0,No,Month-to-month,Yes,No,Fiber Optic,No,Yes,No,No,No,Yes,Yes,No,Yes,Mailed Check,-0.7494509724742726,182.4538,-0.7740121952922655,5,4,5,4,3,5,4,3
3738,f69046d7-13d6-4b50-9ebb-e4cacb8da795,79f84f2cc24283f0034aac51dfe523ed,48854,Urban,0,58,-0.49467820881250757,No,6.996759,12,0,0,No,Month-to-month,Yes,No,Fiber Optic,Yes,No,No,Yes,No,Yes,No,No,Yes,Credit Card (automatic),-0.6620440937563825,147.4601,-0.8455841029949788,5,4,5,5,3,4,4,3
3739,86ea8900-243a-4923-b532-f33b8963bf0d,b44d2722353c5683537bdb66b8017b08,753,Urban,3,21,-1.1092348661006013,No,9.760727,9,1,2,Yes,Two Year,No,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,No,No,No,No,Electronic Check,-0.5943049824125456,160.0013,-0.6569839937700712,5,5,5,3,3,3,4,4
3740,0582dcb9-db8b-4079-83c4-bb920df05761,a88d98c064d75db3790ef5fa551e060c,1753,Suburban,1,36,-0.11315800543178527,Yes,8.281005,12,1,0,Yes,Month-to-month,Yes,No,Fiber Optic,Yes,No,No,No,No,No,Yes,Yes,Yes,Bank Transfer(automatic),-1.2497241685017966,207.6094,-1.2545486088251243,4,3,5,3,4,2,5,4
3741,3c3b14c6-9f22-46f4-b5e2-aae20e056f71,0a89d507cb576a24d02a5a05a2719de8,838,Suburban,2,81,1.0149159160558823,Yes,9.128286,12,2,0,No,One year,No,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Electronic Check,-0.6795089047809723,257.6513,-0.4040729454801766,5,4,5,2,5,5,4,4
3742,9b0f4dba-37a9-41ad-bae2-067c847f2994,5469d692c3dbe42d4eb928ffe5f86672,872,Rural,4,28,1.3456256273514398,Yes,9.30537,13,1,0,Yes,One year,Yes,No,Fiber Optic,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Electronic Check,-1.2052309929284393,252.624,-1.1212623756993292,6,4,6,2,4,5,5,3
3743,7426437f-bbff-4767-a96d-5d9b976a1580,589987c1b9c230c988cd51f993c4f7d4,6965,Rural,4,26,1.220720431443594,Yes,3.936842,6,1,1,No,Month-to-month,No,No,Fiber Optic,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Bank Transfer(automatic),-0.8409150727744887,204.961,-0.7801306888847672,4,4,4,4,2,3,4,5
3744,c3e9b245-04d2-4530-8d67-c6fc5c1bb0c4,67db251321c537fa37eb7d39172f9559,5651,Suburban,4,64,-0.24484334761593501,No,11.81917,16,0,0,Yes,Month-to-month,Yes,No,Fiber Optic,Yes,No,No,Yes,No,Yes,No,No,Yes,Bank Transfer(automatic),-0.8131801359771886,147.4601,-0.9857403579639209,2,3,1,3,3,3,3,1
3745,fae94fd9-1a02-404c-a52f-7b9e78b8cef4,2c91101283981596e2d0d4af92ad3b4d,8488,Suburban,3,58,3.8255597890036896,Yes,6.285394,14,1,1,No,Month-to-month,No,No,DSL,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Electronic Check,-0.9373225314849152,162.4676,-0.8081748877033055,4,4,4,3,4,4,3,3
3746,0ff246ac-ddcf-4387-9186-b8a52f1e6891,40ccd640da45e1d6b8a0990bf231fcbc,3227,Suburban,1,41,2.63678052520849,Yes,11.00657,13,0,0,No,Month-to-month,No,No,DSL,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Bank Transfer(automatic),-0.7198999676271658,174.9581,-0.5568102760287992,3,3,2,4,5,3,3,4
3747,869dcfbe-d65e-45f7-844c-736ae3426677,6f8cc25563f5c954e7af2783c5b25004,38,Rural,0,22,-0.8476153382944854,Yes,12.18608,18,1,0,No,Month-to-month,No,No,Fiber Optic,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Credit Card (automatic),-1.0802643324655785,287.6427,-0.9627315209360405,4,3,5,3,4,4,4,4
3748,4e60efc0-1d3b-4cf1-bca5-47e2ed63969a,0da4d9fa5d8c98fb70b54e34a5e12012,5596,Urban,3,45,-8.676952395306691e-05,Yes,4.167453,7,1,1,Yes,One year,No,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Bank Transfer(automatic),-1.160830020060318,257.6549,-1.033368175809856,4,4,3,4,5,4,3,3
3749,9596b839-50be-495c-b672-d8b512bec5d1,c53705c0c2b094f28a3bab7d5daaf1b3,2272,Rural,7,87,0.025037965210268194,No,5.835383,7,0,0,Yes,Two Year,No,Yes,Fiber Optic,Yes,Yes,Yes,No,No,No,Yes,No,Yes,Credit Card (automatic),-1.0268495429573279,172.4624,-1.0778755955317445,4,5,4,5,2,4,4,3
3750,a012a72e-0af7-420a-94fd-7deb59773c2c,71c0e20a8e5e2c2472c4ea527c402b0c,2918,Urban,3,37,-1.067386196105947,Yes,11.22367,16,0,0,No,Month-to-month,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Credit Card (automatic),-0.9660964694803065,222.6326,-0.6685595469743875,2,2,2,3,4,3,4,4
3751,17f3734e-5a23-41da-9a03-e8fc3c052300,b70c54f340787593911b565c86c60386,19255,Urban,2,76,-0.05747065934841274,Yes,14.66477,13,0,0,No,Month-to-month,Yes,No,DSL,Yes,No,No,No,No,No,Yes,No,Yes,Credit Card (automatic),-0.6984690787936788,117.4392,-0.6628087292468238,3,3,4,1,4,2,2,3
